NIT,NOMBRE,CALIFICACION
88544301945,Kellby Writer,5.0
07603190290,Valida Owain,1.87
57345986045,Madelyn Bapty,3.9
58817780233,Hanson Armin,2.84
97383548212,Yorke Dotterill,1.46
14116776639,Bea Ferencz,1.31
01771335517,Camila Mathou,4.18
97925378431,Pen Varrow,2.22
95341650299,Chilton Keaves,4.14
12239400293,Hilario Hyam,1.7
46406283683,Josee Brobeck,1.52
65276451920,Gerhardine Frood,3.24
39438022814,Billy Billingham,1.6
98827627684,Nichole Hartopp,3.82
98649250401,Dean Aseef,3.07
89547670189,Truda Zecchi,4.42
67746698159,Winona Filipychev,1.34
05830565293,Raimondo Fuentes,4.84
44704824500,Catharine Mansour,1.91
17344942521,Yehudi Block,1.9
68117656529,Brocky Huntall,2.39
29404968947,Sampson Gilliam,1.58
50668319690,Rory Measor,4.18
39500073959,Pall Bloy,1.85
67773176637,Carmon Rubinowitch,2.28
50344304874,Nelly Ronchetti,2.14
53321268927,Hermione Balhatchet,3.05
43286704507,Ronni Westmore,3.06
45943774099,Juliann Kinig,1.21
84080320088,Benita Britzius,4.28
36514904153,Rutter Dongall,1.9
52845012029,Berkeley Gater,4.95
76375371584,Jaine Pactat,2.15
35648269100,Whitman Gavini,3.33
63643786871,Sheridan Edmed,3.56
65691407617,Becki O'Farris,3.38
26708285735,Martie Steeples,1.63
05673462967,Emmaline Howick,3.15
46893233457,Doti Bartolomeazzi,2.37
86187678511,Lauretta Beloe,1.28
71852752979,Reine Muddiman,2.79
82921357446,Ebeneser Laurenson,1.09
93522955243,Dominica Tesimon,3.13
35770987198,Roxanna Lynnitt,3.81
54599261568,Lana Pitford,2.12
95163614784,Skylar Janu,3.05
64889695806,Katti Steynor,3.48
12382984776,Dov Myerscough,1.73
17239457741,Weston Olin,3.05
87441023786,Berrie Robarts,3.35
92317722064,Rickard Di Gregorio,4.73
08041731870,Jessee Trudgion,3.17
73638921772,Milly Jiri,3.32
59086438215,Auguste Dallywater,3.88
68702949031,Haley Wodham,3.98
56224850676,Lester Yurivtsev,1.25
46918929207,Burlie Swindells,4.22
65424597807,Glennie Oakwell,4.6
72115586992,Mada Dossantos,2.64
20986780821,Marcello Kinton,3.65
51118211571,Dottie Florence,1.61
30093045935,Tony Bresson,3.5
70200378524,Oswald Sharrem,2.36
15666268981,Kenny Schruur,3.61
64633143353,Rania Matejovsky,2.79
19045453183,Julianne Bendell,3.51
58654434566,Ivett Ornils,4.46
28051842268,Engracia Ainscough,2.9
64199621329,Duky Petrou,3.13
49181690512,Salli Bonin,1.81
47819935521,Aylmar Lyman,4.16
55644114242,Connie Gaggen,4.84
89993484447,Brear Foulis,2.7
40639623490,Minor Crommett,4.02
80494084216,Georges Vescovo,3.52
40118053438,Colet Monson,1.19
05121491397,Kathleen Clardge,4.02
64068544137,Darbie Frake,2.16
95615560791,Randie McGonagle,1.97
07791286376,Julius Farge,3.36
98411899760,Olivero Bollon,2.32
89432713885,Vitia Millam,3.38
37162827307,Avigdor Tabert,2.63
60325998509,Catina Barker,3.24
89246165379,Terrijo Febry,2.99
90572653531,Mickie McCart,2.0
81539457935,Alfons Liebmann,4.39
00177510502,Crin Peet,2.69
21701848504,Dayna Puddefoot,4.91
15049383697,Rianon Meffan,4.93
24621866286,Berti Otson,1.64
02658159460,Nelie Kitching,1.6
68045654897,May Iron,2.54
52030093439,Law Sporgeon,1.49
00318657279,Ker Garred,2.09
27884311296,Tamqrah Sally,1.89
91596985418,Berkie Kirvin,1.41
32942785892,Lowe Tant,4.82
60988400198,Norris Othick,3.52
06994425147,Henderson Frankling,3.49
55805432876,Henrietta Poundesford,3.57
37569100599,Ralina Streak,3.52
73408896042,Clarie Kahler,3.26
12743716706,Sanderson Korbmaker,3.91
70865593876,Harwell Frid,1.04
83383871882,Faber Macey,3.68
30854798410,Joanna Berney,4.18
93109920952,Peggy Wassung,2.35
16547309777,Marquita Tollet,2.74
90563227570,Neall McComish,1.45
94748808606,Fina Riditch,4.6
43376594099,Ezra Gabbot,3.23
37335476665,Jillana Lefley,4.66
13347832374,Bree Graben,4.73
91859458110,Bernice Schenkel,1.24
57460477018,Elsworth Walas,2.83
12039958728,Shawnee Coping,2.71
01941416987,Sallie McGeown,3.2
81920898735,Stan Van Arsdale,4.96
88748751279,Janenna Farrear,4.18
87727057303,Johanna Cordy,1.89
89465146778,Cristabel Gristock,4.86
82532959364,Archie Codron,2.51
44046192594,Quentin McGaffey,2.09
89114626520,Padraic Chester,1.99
21040981851,Chelsie Jojic,1.08
52783801901,Huey McKinnell,4.35
27193825609,Archibaldo Higgoe,3.24
05048435855,Pascale Bridden,3.91
56671348600,Luce Lusgdin,4.45
49506952320,Craggie Whitmore,3.55
30684288366,Dorolisa Trymme,4.36
61944649149,Kaine Hise,1.62
72013635867,Addy Kitlee,1.81
60216813914,Mathias Crimp,2.35
94715296654,Quentin Godart,3.81
42389464601,Wallis Blue,3.15
03132880755,Henrietta Cheyne,4.32
98637948864,Barbey McGurn,3.66
40387172010,Abby Litt,3.82
81057545480,Frances Grevel,3.72
98068968687,Boote Di Antonio,4.17
50634028344,Noah Pafford,3.41
96186434413,Andriette Grouen,4.94
46036864702,Amabelle O'Dowd,2.45
30731015940,Greta Muckian,4.41
23211184829,Elsi Symondson,1.05
05661680196,Daffi Andrieu,3.16
82902403218,Paton Mendus,2.68
92878097828,Mar Barker,2.33
91167961851,Kori Bassilashvili,1.03
77414473229,Pammie Warstall,2.47
42015788711,Jean Terzi,3.6
73319703253,Auroora Pratchett,2.45
13794661291,Nathalie Nockolds,1.87
93057664202,Minnaminnie Farron,3.51
13296569986,Salem Dennidge,4.24
90405757735,Bobbie Danielczyk,1.02
74579142813,Marietta Cloutt,1.02
37684997781,Ives Lillico,2.79
36196865487,Sidoney Gilbeart,2.17
87061612181,Conan Menault,3.93
51324762106,Bird Bordone,2.54
57583675251,Tiffany Karczinski,2.46
68331234592,Sanford Tourner,4.27
46976233335,Dorice Jansky,2.17
22548277414,Rici Laughlan,4.63
41938625252,Mayer Newiss,2.9
52015684213,Oralee Barnham,3.1
98710409888,Sabra Phorsby,2.14
67954555777,Vivie Kilty,2.89
03452621156,Rhianon Lakenden,1.1
26753493843,Tansy Vahey,1.32
63794715103,Mathian Earngy,2.93
94481825745,Fifi Kunisch,4.16
27750209051,Alvy Gonnet,1.45
74512245352,Jane Labuschagne,1.35
10566351714,Izzy Paulisch,3.79
16204601593,Dieter Castellone,4.05
27126882099,Jed Phidgin,2.26
58756199176,Rolph McAlister,4.69
09667536661,Willard Philps,4.96
20852467987,Rochester Dillinger,3.87
87106596916,Consuelo Ianinotti,3.51
95067793448,Kaycee Strewther,2.22
43143534422,Bobbie Glyde,2.27
86139121653,Bernarr Charity,4.38
95136369889,Major Snawdon,2.51
07046591315,Brendan Bemwell,1.29
84664503032,Ester Dudden,1.48
19498143761,Kurtis Cleaves,4.82
54122730786,Nedda Mullender,4.53
57553014035,Hilary De Vries,3.11
55637361259,Hewett Fahy,3.33
48645955909,Carmon Colrein,1.61
97546181266,Riva Jewel,3.65
22642435810,Emmey MacEveley,1.51
35610485616,Brandy Boich,3.24
75874295414,Dorise Agus,4.29
06796187704,Ban Danilenko,1.4
15427513606,Coleen Ruddin,2.9
17795545050,Dar Rasor,3.96
21690466864,Adriano Westall,2.89
40898080988,Bonnee Pauli,1.1
11108661674,Keriann Ors,2.05
81857605899,Clarinda Esilmon,1.84
78099073179,Waldon Lotte,3.47
50765881733,Baillie Toplis,4.36
67125668201,Aliza Elland,1.64
19548384439,Garrick Kingzett,3.92
71006034280,Devy Fant,1.86
57274078497,Raymond Klimsch,4.29
58633578485,Sybyl Garvagh,1.71
21992712094,Ameline Conkling,4.91
69623986252,Erinna MacGruer,1.98
31230884184,Filippa Frensche,3.17
15534917213,Susanetta Vargas,2.59
26419854556,Rogers Rosoni,4.08
86641690962,Deeann Crannach,4.34
66327308905,Jane Jarrard,4.93
00979408882,Maddy Hounsom,2.73
27554508609,Mala Sango,1.02
01610399624,Felecia Donizeau,1.77
97474479011,Georgia Ebbers,3.43
11001481954,Vivia Ecclesall,1.55
90265705393,Neale Peckitt,1.93
27288504610,Sylas Le Noire,4.62
27821826887,Romain Hovenden,3.48
71994610587,Henka Duchateau,3.98
06584311840,Alain Holsall,4.23
67735662663,Dory Springtorp,1.31
36954821655,Bordie Fladgate,1.69
48087256790,Aldrich Calladine,1.56
87040511386,Lion Dadd,2.93
12622638696,Jami Iannini,2.53
35738123336,Alejoa Dahlborg,2.68
67209795686,Sarge Sandcroft,1.02
16520600898,Murvyn Christopher,3.02
59065227395,Concordia Corneliussen,2.56
96391190066,Maddi McKinnon,2.97
53288539017,Inez Howley,4.01
07705079862,Bartholomeo Playfair,1.8
93516096985,Petunia Oxer,2.14
05129060929,Chicky Cooney,1.49
64550867370,Dollie Arents,2.37
29619175514,Konstantin Bottrell,4.38
58555657746,Herb Eskrick,3.69
59208406744,Adolph O'Driscole,4.62
75234571026,Ibbie Ranyell,3.05
76193912688,Jamesy Juett,3.4
86535170035,Lina Burchett,2.59
47227398917,Veronique Housbey,3.24
66202151271,Ken Speakman,3.0
72419719898,Lenora Tockell,3.04
18531050174,Kippar Hedman,2.93
43866030253,Frederico Cornelissen,3.63
97907258613,Rick Fussell,3.31
73080829218,Katharina Presswell,4.43
28623243468,Kara Flobert,4.33
82626034107,Kane Rykert,3.03
73248180289,Graehme Lavell,4.63
11482293035,Evonne Verrechia,2.56
97290365553,Amaleta Hairon,1.08
91064439910,Ulrike Wonter,4.98
71651699327,Gertrudis Weall,1.8
57204861603,Alena McGannon,3.21
11811477886,Abramo Paton,3.14
86483563251,Maia Norsister,4.28
19059960416,Josefa Barthrup,4.0
96647282177,Elvin Tettley,2.26
85647868233,Elfrida Osboldstone,4.19
30320169615,Clarabelle Martyns,1.53
86038650696,Judie Fullylove,4.93
83096454494,Harper Ormonde,1.95
87837681572,L;urette Caroll,2.81
21299641155,Ellery Eckery,2.6
22296590065,Nancy Sexten,2.99
01769990731,Donall Naton,1.3
23214651583,Ruddy Kisbee,2.25
31776390688,Osbert Beddoe,1.3
45059288249,Cordy Maciunas,3.09
32644962800,Skippy Gallaher,1.03
05335042727,Hildagarde Georgeot,1.56
59167956321,Mil Delia,3.16
04137678026,Claudia Sesons,4.09
36977831010,Tris Edrich,1.03
08260239307,Ivett Skillington,1.15
65879326804,Trever Bettridge,2.27
10240441518,Gianni Spraggon,2.27
61628379067,Donny Romaine,3.92
31613292729,Lynsey Martijn,3.25
89980312537,Olin Behnen,3.46
92684039602,Benedicta Torricella,3.1
56473139031,Roderich Eyres,3.24
89738182217,Fax Petto,3.98
81414002876,Margo Kubas,2.89
02686291228,Pembroke Boughtwood,2.56
17421801676,Homere Fauguel,1.44
68586740771,Fanya Lorincz,1.68
30584740894,Alvan Tims,4.43
69826640949,Eimile De Marchi,3.76
03299529358,Abbye Lanaway,2.61
68452595579,Floris Pren,4.11
30283608843,Phillie Emerson,4.94
65469635142,Shay Breens,2.07
75998711845,Raf Sandwick,4.76
68005503346,Junette Inchcomb,4.46
65949664364,Allis Bowes,1.02
83943812516,Emylee Menure,3.85
14517804874,Quentin Seeks,3.08
01784958453,Lynna Dunkinson,1.25
80774583558,Immanuel Brokenshire,4.54
27653320410,Antons Vischi,4.5
70628455834,Sigismondo McKimm,4.37
07965179900,Shannah Cridge,4.16
96846381256,Yovonnda Dykes,4.36
17558694160,Kerk Skacel,2.99
65950313557,Steve Gothrup,2.16
80761685028,Cara Tuffey,1.16
74995194816,Cherlyn Heyworth,4.18
73419318035,Sherri Darmody,1.53
63605471594,Ikey Loudwell,1.17
81489052561,Mattheus Daftor,2.66
43032905769,Gothart Mussen,3.92
27477850840,Orson Brandom,4.76
94786561718,Dare Posner,4.42
47102259721,Bettina Tejada,4.44
21762452705,Cornelle Mingard,1.25
55480579733,Bradney Bolf,2.15
72609048806,Lothaire McCurtain,1.24
24218926617,Rubin Ornells,3.69
45245121558,Tedie Jedras,3.39
13663626628,Nathaniel Perle,3.15
67984244238,Charlot Andrioni,3.06
52329104713,Coretta Simionato,1.1
29133848511,Remy Heinonen,2.98
25098741568,Corie Wabb,1.35
03022230933,Traci Hutson,1.71
98908019211,Diarmid Ravenscroftt,4.86
26203656379,Nick Dust,2.7
30277314330,Hyman Dankersley,4.77
86775252033,Red Perdue,3.97
62814654766,Lynda Toten,3.99
29420921674,Marcelo Ensley,2.64
09269625158,Kristin Allmark,2.01
18369835424,Derron Allicock,1.24
86984349972,Valenka Corter,4.88
78044285266,Madel Bautiste,3.0
07568053189,Brocky Schole,3.04
43467619356,Ashton Ginie,1.67
43066582345,Helen Brattell,3.13
68257159554,Zaneta Maccaddie,1.24
04631357706,Ed Peye,4.38
89455420976,Nero Garrett,1.0
95796760442,Xenia Tucknutt,3.97
50135378483,Gerry Yannikov,3.08
76312216972,Parsifal Van Leijs,3.56
85144841460,Adele Storms,4.21
54924762584,Haley Yaknov,3.28
10134487195,Harlen Jiranek,3.82
95021235039,Alicia Giller,4.5
12782988748,Brandea Scase,1.3
23779533059,Jeannie Gong,4.49
37473889969,Kassia Drogan,2.92
47958426953,Britney Binion,3.89
26677992986,Martie MacAvaddy,1.01
97482129940,Edythe Sarvar,3.73
78535813669,Montgomery Priditt,3.37
95423702193,Artie Jenkins,2.31
72901602394,Ingar Calrow,2.1
18889339229,Chrissy Duffell,1.77
52799768752,Marion Dickens,1.8
72759915731,Carly Joysey,2.28
68984728964,Jamie McReynolds,2.83
72401666605,Theodosia Laird-Craig,4.86
00083406136,Reidar Heigold,2.39
93772505145,Wittie Hazeldine,4.86
67007640059,Noak Revett,1.6
17689950713,Ethe Witter,4.84
12445865486,Kennedy Maypother,3.77
46779771033,Lenard Roels,2.25
80660079096,Terrell Keppy,1.78
84397763299,Rolf Franciottoi,3.84
97898732258,Mair Willarton,3.95
61508422162,Melloney Newbury,1.04
39864075058,Juana Woodburne,3.25
96362400039,Torr Gasperi,1.47
97180325605,Michal Ransfield,2.77
57519031576,Wendel Ameer-Beg,1.77
54773692643,Rosalind Tembey,2.07
01707641696,Adrian Manass,4.13
57483640950,Gerry Weakley,2.78
96334333354,Archy Van Der Vlies,2.16
13112695871,Ronnie Lartice,4.3
68593700286,Danella Gutman,1.86
52374718715,Gabriele Stranieri,4.12
76210281240,Beitris Tune,2.23
80453636611,Violetta Silverson,2.5
82371478222,Neddy Phare,3.75
20758687827,Tommie Coady,3.7
48132015442,Karine Boyce,3.45
27954445601,Benoite Tapton,3.51
58507374992,Berny Fridaye,4.61
71628653017,Sheryl Peyntue,3.54
26868937734,Marigold Asquith,4.8
98278168433,Tyne McAnellye,1.37
27718920130,Dede Keunemann,1.35
07546529517,Jo Loren,1.72
64198911573,Lucien Winscom,4.63
31152464848,Ofilia Janusik,1.54
37927816585,Quinn Dougliss,2.06
75898648184,Erek Offiler,3.34
34199439904,Annis O'Fogerty,3.05
74060499805,Elora Gyver,4.94
77801657519,Mamie MacSkeaghan,1.12
18966649430,Si Jandourek,1.22
22366377565,Debbi Vampouille,3.61
17691178927,Wilfrid Crips,1.97
04272631558,Stephine Oakenfall,1.61
96419649468,Gregorio Donkersley,2.34
88384452733,Berri Spoor,4.76
13047664506,Graehme Favelle,4.75
22491437352,Zacharia Finneran,4.91
22221661858,Mirilla Gwyer,2.83
80417952125,Cello Tresvina,4.42
20496913575,Jasen Shambrook,3.24
01569999327,Cori Sjollema,1.07
80326825016,Denyse Bingley,2.45
52011895133,Leia Beldom,3.04
34540982043,Jayme Cottee,1.08
17303697145,Kania Mateos,1.82
24628645832,Timoteo Greatbach,4.54
20983501511,Karla Bissatt,4.22
09201113182,Sallee Niesing,1.41
68761463291,Tony Fergusson,1.38
21043408878,Page Winterbotham,2.51
82593395303,Buffy Carrigan,3.96
13485754229,Sholom Kellock,3.26
79289721661,Felecia Jeans,2.42
30463358259,Carrie Staneland,1.1
32885664260,Faina Bursnall,2.38
75330973970,Kalinda Ferenczi,3.83
01729774131,Had Stoad,1.26
06908903356,Seumas Velden,1.4
29806722006,Hasty Ferns,2.58
77403468582,Gertrud Zimmerman,3.59
96920931666,Patti Shearn,2.86
20339530138,Orly Raynard,1.95
61837432338,Letisha Bearns,3.17
15158728965,Fifi Batrim,2.31
98762829371,Moishe Starkie,2.02
57952735350,Hermine Stelfox,4.89
19055325326,Adelina Ladyman,4.45
45712375278,Gearard Loude,4.96
54865669061,Maury Crennan,2.37
63462453000,Chip Reddel,1.77
61238866219,Kelcey Leakner,2.96
41183286146,Leonid Papa,2.38
06261484425,Reynard Listone,4.75
87001703793,Randy Parr,3.43
05717277172,Ursuline Bridel,1.89
63353366830,Helaina Hartman,4.52
84567504210,Eva Bacop,4.92
11599399600,Latia Gallally,4.97
99443764496,Pietro Haysham,3.78
73855138349,Vernice Erangy,2.01
96455022886,Kathy Gutierrez,2.29
64733173018,Maia Yegorov,2.09
39774839443,Ambrose Gush,1.66
68487604321,Breanne Gronw,4.52
04310363083,Maxim Hatchard,4.71
19902524950,Anallise Rochewell,3.25
71827136952,Dorita MacCart,4.49
17352808777,Hillery Firpi,3.88
40585628836,Rodolphe Crosen,2.55
48309130799,Caryn Alden,2.97
28570920264,Sashenka Beggio,1.84
01998718700,Jeffrey Heinsen,2.98
75480786202,Curtis Petrelluzzi,2.79
33727597525,Didi Hinken,4.81
84419938304,Albina Daughtry,4.56
01194800161,Benedetta Laxson,2.69
94359111826,Yurik Lardiner,2.39
52563587617,Ange Leagas,3.58
49350003016,Hilliary Lamacraft,4.31
69191833610,Della Roberto,4.94
